,Unnamed: 0,nutrition_amount,calories,fat,Carbohydrate,Protein,ingredients_name,ingredients_amount,equipment,ingred_unit,ingred_qunatity,url,tags_n_allergens,name,tags,allergens
1170,1297,"['1925 kJ', '460 kcal', '5.0 g', '2.0 g', '88 g', '21.0 g', '0 g', '16 g', '0 mg', '4.0 g']",460,5,88,16,"['Aubergine', 'Tandoori Masala Spice', 'Red Onion', 'Red Pepper', 'Garlic Clove', 'Ginger', 'Turmeric', 'Basmati Rice', 'Vegetable Stock Pot', 'Spring Onion', 'Cherry Tomatoes', 'Coriander', 'Natural Yoghurt', 'Nigella Seeds', 'Water']","['1 unit(s)', '1 tbsp', '1 unit(s)', '1 unit(s)', '2 unit(s)', '?? unit(s)', '?? tsp', '150 grams', '1 unit(s)', '3 unit(s)', '1 punnet(s)', '1 bunch(es)', '1 pot(s)', '?? tsp', '300 milliliter(s)']","['Baking Tray', 'Bowl', 'Grater', 'Large Pan', 'Lid', 'Plate']","['unit(s)', 'tbsp', 'unit(s)', 'unit(s)', 'unit(s)', 'unit(s)', 'tsp', 'grams', 'unit(s)', 'unit(s)', 'punnet(s)', 'bunch(es)', 'pot(s)', 'tsp', 'milliliter(s)']","[1.0, 1.0, 1.0, 1.0, 2.0, 150.0, 1.0, 3.0, 1.0, 1.0, 1.0, 300.0]",https://www.hellofresh.co.uk/recipes/tandoori-spiced-aubergine-wk24-58f9ca93c6243b4bff5be692,"['Tags:Spicy?€?Veggie', 'Allergens:Celery?€?Sulphites?€?Milk']",Tandoori Spiced Aubergine,"['Spicy', 'Veggie']","['Celery', 'Sulphites', 'Milk']"
1197,1325,"['1957 kJ', '465 kcal', '18.0 g', '10.0 g', '58 g', '9.0 g', '0 g', '24 g', '0 mg', '2.0 g']",465,18,58,24,"['Red Onion', 'Red Pepper', 'Leek', 'Flour', 'Northern Dough Co. Pizza Dough', 'Tomato Puree', 'Mozzarella', 'Dried Italian Herbs', 'Plum Tomatoes']","['1 unit(s)', '1 unit(s)', '1 unit(s)', '1 tbsp', '2 ball(s)', '2 tbsp', '1 ball(s)', '1 tsp', '1 punnet(s)']",['Baking Tray'],"['unit(s)', 'unit(s)', 'unit(s)', 'tbsp', 'ball(s)', 'tbsp', 'ball(s)', 'tsp', 'punnet(s)']","[1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 1.0, 1.0, 1.0]",https://www.hellofresh.co.uk/recipes/homemade-vegetable-packed-calzon-58481f26a28e1a2d5d645f52,"['Tags:Eat First?€?Veggie', 'Allergens:Gluten?€?Milk']",Homemade Vegetable Packed Calzone,"['Eat First', 'Veggie']","['Gluten', 'Milk']"
988,1096,"['2040 kJ', '488 kcal', '13.0 g', '3.0 g', '64 g', '11.0 g', '3 g', '32 g', '0 mg', '2.54 g']",488,13,64,32,"['Bell Pepper', 'Bok Choy', 'Garlic Clove', 'Lime', 'Salmon fillet', 'Egg Noodle Nest', 'Ginger Puree', 'Szechuan Paste', 'Water for the Sauce']","['1 unit(s)', '1 unit(s)', '1 clove', '1 unit(s)', '2 fillet', '2 pack(s)', '1 sachet', '1 sachet', '50 milliliter(s)']",[],"['unit(s)', 'unit(s)', 'clove', 'unit(s)', 'fillet', 'pack(s)', 'sachet', 'sachet', 'milliliter(s)']","[1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 1.0, 1.0, 50.0]",https://www.hellofresh.co.uk/recipes/lime-roasted-salmon-5f885903d6210c62786cba95,"['Tags:Spicy?€?Rapid', 'Allergens:Fish?€?Egg?€?Gluten?€?Soya']",Lime Roasted Salmon,"['Spicy', 'Rapid']","['Fish', 'Egg', 'Gluten', 'Soya']"
1090,1206,"['3908 kJ', '934 kcal', '42.0 g', '20.0 g', '102 g', '21.0 g', '6 g', '41 g', '0 mg', '4.0 g']",934,42,102,41,"['Potato', 'Bell Pepper', 'Halloumi', 'Baby Gem Lettuce', 'Mayonnaise', 'Seeded Burger Bun', 'Sweet Chilli Sauce', 'Carrot']","['1 pack(s)', '1 unit(s)', '1 block(s)', '1 unit(s)', '2 sachet', '2 unit(s)', '1', '1 unit(s)']",[],"['pack(s)', 'unit(s)', 'block(s)', 'unit(s)', 'sachet', 'unit(s)', 'unit(s)']","[1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 1.0, 1.0]",https://www.hellofresh.co.uk/recipes/halloumi-burger-5fbfd402123e1e723259e137,"['Tags:Veggie', 'Allergens:Milk?€?Egg?€?Mustard?€?Gluten?€?Soya']",Halloumi Burger,['Veggie'],"['Milk', 'Egg', 'Mustard', 'Gluten', 'Soya']"
344,388,"['2314 kJ', '553 kcal', '25.0 g', '14.0 g', '40 g', '11.0 g', '3 g', '45 g', '0 mg', '1.45 g']",553,25,40,45,"['Salad Potatoes', 'Aubergine', 'Mint', 'Feta Cheese', 'Lemon', 'Garlic Clove', 'Lamb Loin', 'Baby Plum Tomatoes', 'capers', 'Olive Oil for the Salsa']","['1 pack(s)', '1 unit(s)', '1 bunch(es)', '1 unit(s)', '?? unit(s)', '2 clove', '2 fillet', '1 punnet(s)', '15 grams', '2 tbsp']",[],"['pack(s)', 'unit(s)', 'bunch(es)', 'unit(s)', 'unit(s)', 'clove', 'fillet', 'punnet(s)', 'grams', 'tbsp']","[1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 1.0, 15.0, 2.0]",https://www.hellofresh.co.uk/recipes/mediterranean-lamb-loin-with-garlicky-crushed-potatoes-5efdef05847a045e404cb0bb,['Allergens:Milk'],Mediterranean Lamb Loin with Garlicky Crushed Potatoes,['No Tag'],['Milk']
602,673,"['5374 kJ', '1285 kcal', '57.0 g', '15.0 g', '141 g', '51.0 g', '11 g', '54 g', '0 mg', '4.94 g']",1285,57,141,54,"['Bok Choy', 'Radish', 'Carrot', 'Garlic Clove', 'Seeded Burger Bun', 'Sweet Potato', 'Aubergine', 'Honey', 'Panko Breadcrumbs', 'Ginger Puree', 'Miso Paste', 'Beef Mince', 'Sesame Seeds', 'Mayonnaise', 'Soy Sauce', 'Water']","['1 unit(s)', '1 pack(s)', '1 unit(s)', '1 unit(s)', '2 unit(s)', '2 unit(s)', '1 unit(s)', '3 sachet', '25 grams', '1 sachet', '2 pot(s)', '360 grams', '1 pot(s)', '2 sachet', '1 sachet', '1 tbsp']",[],"['unit(s)', 'pack(s)', 'unit(s)', 'unit(s)', 'unit(s)', 'unit(s)', 'unit(s)', 'sachet', 'grams', 'sachet', 'pot(s)', 'grams', 'pot(s)', 'sachet', 'sachet', 'tbsp']","[1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 1.0, 3.0, 25.0, 1.0, 2.0, 360.0, 1.0, 2.0, 1.0, 1.0]",https://www.hellofresh.co.uk/recipes/double-miso-beef-burger-and-sticky-aubergine-5efdef042a706d1590238772,['Allergens:Gluten?€?Egg?€?Soya?€?Sesame?€?Mustard'],Double Miso Beef Burger and Sticky Aubergine,['No Tag'],"['Gluten', 'Egg', 'Soya', 'Sesame', 'Mustard']"
1027,1139,"['1987 kJ', '475 kcal', '10.0 g', '2.0 g', '68 g', '19.0 g', '3 g', '29 g', '0 mg', '3.56 g']",475,10,68,29,"['Lime', 'Shiitake Mushrooms', 'Soy Sauce', 'Honey', 'Ketjap Manis', 'Sea Bass Fillets', 'Noodles', 'Rainbow Vegetable Mix']","['?? unit(s)', '1 punnet(s)', '1 sachet', '1 sachet', '1 unit(s)', '2 fillet', '2 pack(s)', '1 pack(s)']","['Aluminum Foil', 'Baking Tray', 'Bowl', 'Cutting board', 'Knife', 'Saucepan', 'Frying Pan', 'Spoon', 'Plate']","['unit(s)', 'punnet(s)', 'sachet', 'sachet', 'unit(s)', 'fillet', 'pack(s)', 'pack(s)']","[1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 1.0]",https://www.hellofresh.co.uk/recipes/teriyaki-seabass-5f217728a039770f4e5f3631,['Allergens:Gluten?€?Soya?€?Fish?€?Egg'],Teriyaki Seabass with Rainbow Veg,['No Tag'],"['Gluten', 'Soya', 'Fish', 'Egg']"
328,372,"['1874.432 kJ', '448 kcal', '10.8 g', '3.0 g', '52.2 g', '0.0 g', '0 g', '35.1 g', '0.0 g', 'Knife']",448,10.8,52.2,35.1,"['Red Onion', 'Garlic Clove', 'Courgette', 'Red Pepper', 'Vine Tomatoes', 'Provencale Herbs', 'Chicken Breast', 'Chicken Stock Pot', 'Couscous']","['1 unit(s)', '1 unit(s)', '1 unit(s)', '1 unit(s)', '2 unit(s)', '?? tbsp', '2 unit(s)', '?? unit(s)', '?? cup(s)']","['Baking Tray', 'Mixing Bowl', 'Pot', 'Plate']","['unit(s)', 'unit(s)', 'unit(s)', 'unit(s)', 'unit(s)', 'tbsp', 'unit(s)', 'unit(s)', 'cup(s)']","[1.0, 1.0, 1.0, 1.0, 2.0, 2.0]",https://www.hellofresh.co.uk/recipes/milly-s-herby-chicken-56f11e424dab71f4348b4567,"['Tags:Healthy?€?Lactose Free', 'Allergens:Gluten']",Milly?€?s Herby Chicken,"['Healthy', 'Lactose Free']",['Gluten']
478,537,"['2812 kJ', '672 kcal', '31.0 g', '14.0 g', '82 g', '8.0 g', '0 g', '27 g', '0 mg', '1.0 g']",672,31,82,27,"['Closed Cup Mushrooms', 'Shiitake Mushrooms', 'Echalion Shallot', 'Flat Leaf Parsley', 'Garlic Clove', 'Linguine', 'Dried Thyme', 'Miso Paste', 'Creme Fraiche', 'Grated Hard Italian Style Cheese', 'Baby Spinach', 'Water for the Sauce']","['1 punnet(s)', '1 punnet(s)', '1 unit(s)', '1 bunch(es)', '2 unit(s)', '200 grams', '?? pot(s)', '1 sachet', '150 grams', '1 pack(s)', '1 bag(s)', '100 milliliter(s)']","['Cutting board', 'Knife', 'Garlic Press', 'Saucepan', 'Frying Pan', 'Sieve']","['punnet(s)', 'punnet(s)', 'unit(s)', 'bunch(es)', 'unit(s)', 'grams', 'pot(s)', 'sachet', 'grams', 'pack(s)', 'bag(s)', 'milliliter(s)']","[1.0, 1.0, 1.0, 1.0, 2.0, 200.0, 1.0, 150.0, 1.0, 1.0, 100.0]",https://www.hellofresh.co.uk/recipes/creamy-miso-mushroom-linguine-5de121fd3f6e157bc908717e,['Allergens:Gluten?€?Soya?€?Milk?€?Egg'],Creamy Miso Mushroom Linguine,['No Tag'],"['Gluten', 'Soya', 'Milk', 'Egg']"
80,85,"['3297 kJ', '788 kcal', '43.0 g', '15.0 g', '62 g', '14.0 g', '2 g', '51 g', '0 mg', '2.0 g']",788,43,62,51,"['Baking Potato', 'Onion', 'Closed Cup Mushrooms', 'Carrot', 'Garlic Clove', 'Panko Breadcrumbs', 'Diced Chicken Breast', 'Bacon Lardons', 'Chicken Stock Powder', 'Creme Fraiche', 'Olive Oil', 'Water for the Sauce']","['1 unit(s)', '1 unit(s)', '1 punnet(s)', '1 unit(s)', '2 unit(s)', '25 grams', '280 grams', '90 grams', '1 sachet', '150 grams', '2 tbsp', '100 milliliter(s)']","['Colander', 'Cutting board', 'Knife', 'Saucepan', 'Bowl', 'Grater', 'Frying Pan', 'Baking Dish']","['unit(s)', 'unit(s)', 'punnet(s)', 'unit(s)', 'unit(s)', 'grams', 'grams', 'grams', 'sachet', 'grams', 'tbsp', 'milliliter(s)']","[1.0, 1.0, 1.0, 1.0, 2.0, 25.0, 280.0, 90.0, 1.0, 150.0, 2.0, 100.0]",https://www.hellofresh.co.uk/recipes/prince-harrys-chicken-and-bacon-pie-5f21776bdf314638605dc75c,['Allergens:Gluten?€?Celery?€?Milk'],Prince Harry's Chicken and Bacon Pie,['No Tag'],"['Gluten', 'Celery', 'Milk']"
870,967,"['2657 kJ', '635 kcal', '22.0 g', '10.0 g', '70 g', '17.0 g', '0 g', '38 g', '0 mg', '4.0 g']",635,22,70,38,"['Red Pepper', 'Green Beans', 'Spring Onion', 'Sweetcorn', 'Coriander', 'Salted Peanuts', 'Soy Sauce', 'Ketchup', 'Egg Noodle Nest', 'Rump Steak Strips', 'Ginger Puree', 'Garlic Clove']","['?? unit(s)', '1 pack(s)', '1 unit(s)', '?? tin(s)', '?? bunch(es)', '?? bag(s)', '1 sachet', '1 sachet', '2 unit(s)', '280 grams', '?? sachet', '1 clove']","['Cutting board', 'Grater', 'Knife', 'Saucepan', 'Sieve', 'Bowl', 'Spoon', 'Frying Pan', 'Strainer']","['unit(s)', 'pack(s)', 'unit(s)', 'tin(s)', 'bunch(es)', 'bag(s)', 'sachet', 'sachet', 'unit(s)', 'grams', 'sachet', 'clove']","[1.0, 1.0, 1.0, 1.0, 2.0, 280.0, 1.0]",https://www.hellofresh.co.uk/recipes/seared-steak-stir-fry-5ab3cac030006c4a4b4125e2,['Allergens:Peanuts?€?Gluten?€?Soya?€?Celery?€?Egg'],Seared Steak Strips,['No Tag'],"['Peanuts', 'Gluten', 'Soya', 'Celery', 'Egg']"
495,555,"['2703 kJ', '646 kcal', '25.0 g', '14.0 g', '79 g', '6.0 g', '0 g', '25 g', '0 mg', '2.66 g']",646,25,79,25,"['Leek', 'Closed Cup Mushrooms', 'Garlic Clove', 'Flat Leaf Parsley', 'Vegetable Stock Powder', 'Bacon Lardons', 'Arborio Rice', 'Cider Vinegar', 'Mangetout', 'Unsalted Butter', 'Grated Hard Italian Style Cheese', 'Water for Stock']","['1 unit(s)', '1 punnet(s)', '1 unit(s)', '1 bunch(es)', '2 sachet', '60 grams', '175 grams', '1 sachet', '1 pack(s)', '30 grams', '1 pack(s)', '750 milliliter(s)']","['Garlic Press', 'Grater', 'Cutting board', 'Knife', 'Saucepan', 'Ladle', 'Sieve', 'Bowl']","['unit(s)', 'punnet(s)', 'unit(s)', 'bunch(es)', 'sachet', 'grams', 'grams', 'sachet', 'pack(s)', 'grams', 'pack(s)', 'milliliter(s)']","[1.0, 1.0, 1.0, 1.0, 2.0, 60.0, 175.0, 1.0, 1.0, 30.0, 1.0, 750.0]",https://www.hellofresh.co.uk/recipes/mushroom-risotto-5d8b7c0deb534c357c1839be,['Allergens:Celery?€?Sulphites?€?Milk?€?Egg'],Mushroom & Bacon Risotto,['No Tag'],"['Celery', 'Sulphites', 'Milk', 'Egg']"
437,489,"['3441 kJ', '823 kcal', '34.0 g', '15.0 g', '89 g', '18.0 g', '1 g', '37 g', '0 mg', '2.03 g']",823,34,89,37,"['Echalion Shallot', 'Garlic Clove', 'Lemon', 'Flat Leaf Parsley', 'Premium Tomatoes', 'Olive Oil for the dressing', 'Water for the Rice', 'Bacon Lardons', 'Original Onion Marmalade', 'Saffron', 'Vegetable Stock Powder', 'Arborio Rice', 'Monkfish Medallions', 'Unsalted Butter', 'Grated Hard Italian Style Cheese', 'Pea Shoots', 'Water']","['1 unit(s)', '1 unit(s)', '?? unit(s)', '1 bunch(es)', '1 punnet(s)', '2 tbsp', '750 milliliter(s)', '60 grams', '1 pot(s)', '1 sachet', '1 sachet', '175 grams', '200 grams', '30 grams', '1 bag(s)', '1 bag(s)', '1 tbsp']",[],"['unit(s)', 'unit(s)', 'unit(s)', 'bunch(es)', 'punnet(s)', 'tbsp', 'milliliter(s)', 'grams', 'pot(s)', 'sachet', 'sachet', 'grams', 'grams', 'grams', 'bag(s)', 'bag(s)', 'tbsp']","[1.0, 1.0, 1.0, 1.0, 2.0, 750.0, 60.0, 1.0, 1.0, 1.0, 175.0, 200.0, 30.0, 1.0, 1.0, 1.0]",https://www.hellofresh.co.uk/recipes/monkfish-medallions-with-saffron-risotto-5f59fad40d75a466c3403655,['Allergens:Celery?€?Fish?€?Milk?€?Egg'],Monkfish Medallions and Saffron Risotto,['No Tag'],"['Celery', 'Fish', 'Milk', 'Egg']"
582,651,"['3385 kJ', '809 kcal', '36.0 g', '9.0 g', '95 g', '18.0 g', '0 g', '26 g', '0 mg', '2.0 g']",809,36,95,26,"['Baby Plum Tomatoes', 'Flat Leaf Parsley', 'Garlic Clove', 'Puttanesca Sauce', 'Wheat Spaghetti', 'Avocado', 'Rocket', 'Balsamic Vinegar', 'Honey', 'Grated Hard Italian Style Cheese', 'Olive Oil']","['1 punnet(s)', '1 bunch(es)', '1 unit(s)', '1 pack(s)', '200 grams', '1 unit(s)', '1 bag(s)', '1 sachet', '1 sachet', '1 pack(s)', '2 tbsp']","['Knife', 'Saucepan', 'Large Pan', 'Bowl', 'Mixing Bowl', 'Strainer']","['punnet(s)', 'bunch(es)', 'unit(s)', 'pack(s)', 'grams', 'unit(s)', 'bag(s)', 'sachet', 'sachet', 'pack(s)', 'tbsp']","[1.0, 1.0, 1.0, 1.0, 200.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0]",https://www.hellofresh.co.uk/recipes/spaghetti-puttanesca-5a573cefc28800449e06a6c1,"['Tags:Spicy', 'Allergens:Celery?€?Sulphites?€?Gluten?€?Milk?€?Egg']",Spaghetti Puttanesca,['Spicy'],"['Celery', 'Sulphites', 'Gluten', 'Milk', 'Egg']"
386,431,"['3607 kJ', '862 kcal', '26.0 g', '14.0 g', '110 g', '27.0 g', '10 g', '42 g', '0 mg', '4.0 g']",862,26,110,42,"['Aubergine', 'Red Onion', 'Garlic Clove', 'Mozzarella', 'Penne Pasta', 'Tomato Puree', 'Finely Chopped Tomatoes with Basil', 'Vegetable Stock Powder', 'Grated Hard Italian Style Cheese', 'Balsamic Vinegar', 'Rocket', 'Croutons', 'Water for the Sauce', 'Olive Oil for the Dressing']","['1 unit(s)', '1 unit(s)', '1 unit(s)', '1 ball(s)', '200 grams', '1 sachet', '1 pack(s)', '1 sachet', '40 grams', '1 sachet', '40 grams', '1 pack(s)', '100 milliliter(s)', '?? tbsp']","['Baking Tray', 'Cutting board', 'Knife', 'Garlic Press', 'Saucepan']","['unit(s)', 'unit(s)', 'unit(s)', 'ball(s)', 'grams', 'sachet', 'pack(s)', 'sachet', 'grams', 'sachet', 'grams', 'pack(s)', 'milliliter(s)', 'tbsp']","[1.0, 1.0, 1.0, 1.0, 200.0, 1.0, 1.0, 1.0, 40.0, 1.0, 40.0, 1.0, 100.0]",https://www.hellofresh.co.uk/recipes/aubergine-parmigiana-style-pasta-601a8659be8d994d6055e477,"['Tags:Veggie', 'Allergens:Milk?€?Gluten?€?Celery?€?Egg?€?Sulphites']",Aubergine Parmigiana Style Pasta,['Veggie'],"['Milk', 'Gluten', 'Celery', 'Egg', 'Sulphites']"
842,935,"['2987 kJ', '714 kcal', '25.0 g', '10.0 g', '94 g', '10.0 g', '0 g', '34 g', '0 mg', '1.0 g']",714,25,94,34,"['Potato', 'Turmeric', 'Nigella Seeds', 'Echalion Shallot', 'Lamb Mince', 'North Indian Style Curry Powder', 'Mint', 'Greek Yoghurt', 'Seeded Burger Bun', 'Rocket']","['1 pack(s)', '1 pot(s)', '1 pot(s)', '1 unit(s)', '200 grams', '1 pot(s)', '?? bunch(es)', '1 pack(s)', '2 unit(s)', '1 bag(s)']","['Baking Tray', 'Plate', 'Bowl', 'Frying Pan']","['pack(s)', 'pot(s)', 'pot(s)', 'unit(s)', 'grams', 'pot(s)', 'bunch(es)', 'pack(s)', 'unit(s)', 'bag(s)']","[1.0, 1.0, 1.0, 1.0, 200.0, 1.0, 1.0, 2.0, 1.0]",https://www.hellofresh.co.uk/recipes/lamb-burger-5b91222130006c1c5b3c5632,['Allergens:Milk?€?Gluten?€?Egg?€?Soya'],Indian Spiced Lamb Burger,['No Tag'],"['Milk', 'Gluten', 'Egg', 'Soya']"
557,621,"['2711 kJ', '648 kcal', '22.0 g', '10.0 g', '96 g', '23.0 g', '0 g', '24 g', '0 mg', '1.0 g']",648,22,96,24,"['Red Pepper', 'Yellow Pepper', 'Courgette', 'Baby Plum Tomatoes', 'Wheat Penne Pasta', 'Lemon', 'Vegetable Stock Powder', 'Creme Fraiche', 'Grated Hard Italian Style Cheese', 'Tarragon']","['1 unit(s)', '1 unit(s)', '1 unit(s)', '1 punnet(s)', '200 grams', '1 unit(s)', '?? sachet', '?? pack(s)', '?? pack(s)', '1 bunch(es)']","['Saucepan', 'Frying Pan', 'Plate']","['unit(s)', 'unit(s)', 'unit(s)', 'punnet(s)', 'grams', 'unit(s)', 'sachet', 'pack(s)', 'pack(s)', 'bunch(es)']","[1.0, 1.0, 1.0, 1.0, 200.0, 1.0, 1.0]",https://www.hellofresh.co.uk/recipes/creamy-veggie-penne-5b6414c630006c2982398702,['Allergens:Gluten?€?Celery?€?Milk?€?Egg'],Creamy Veggie Penne,['No Tag'],"['Gluten', 'Celery', 'Milk', 'Egg']"
939,1042,"['2357 kJ', '563 kcal', '25.0 g', '17.0 g', '60 g', '19.0 g', '2 g', '29 g', '0 mg', '3.22 g']",563,25,60,29,"['Onion', 'Butternut Squash', 'Garlic Clove', 'Korma Curry Paste', 'Coconut Milk', 'Vegetable Stock Powder', 'Red Split Lentils', 'Spring Onion', 'King Prawns', 'Water for the Dal']","['1 unit(s)', '1 unit(s)', '1 clove', '1 sachet', '200 milliliter(s)', '1 sachet', '100 grams', '1 unit(s)', '150 grams', '250 milliliter(s)']","['Cutting board', 'Garlic Press', 'Knife', 'Baking Tray', 'Frying Pan', 'Spoon', 'Measuring Cups']","['unit(s)', 'unit(s)', 'clove', 'sachet', 'milliliter(s)', 'sachet', 'grams', 'unit(s)', 'grams', 'milliliter(s)']","[1.0, 1.0, 1.0, 1.0, 200.0, 1.0, 100.0, 1.0, 150.0, 250.0]",https://www.hellofresh.co.uk/recipes/prawn-and-roasted-butternut-squash-dahl-5fe3125a2445f55f2a7c063b,"['Tags:Spicy', 'Allergens:Mustard?€?Celery?€?Crustaceans']",Prawn and Roasted Butternut Squash Dahl,['Spicy'],"['Mustard', 'Celery', 'Crustaceans']"
767,854,"['2741 kJ', '655 kcal', '22.0 g', '7.0 g', '80 g', '19.0 g', '0 g', '35 g', '0 mg', '4.0 g']",655,22,80,35,"['Potatoes', 'Carrot', 'Green Bullet Chilli', 'Ground Turmeric', 'Lamb Mince', 'Rogan Josh Paste', 'Red Split Lentils', 'Tomato Passata', 'Natural Yoghurt', 'KNORR Vegetable Stock', 'Water']","['1 pack(s)', '1 unit(s)', '1 unit(s)', '1 pot(s)', '200 grams', '1 sachet', '50 grams', '1 pack(s)', '1 pot(s)', '1 pot(s)', '400 milliliter(s)']",[],"['pack(s)', 'unit(s)', 'unit(s)', 'pot(s)', 'grams', 'sachet', 'grams', 'pack(s)', 'pot(s)', 'pot(s)', 'milliliter(s)']","[1.0, 1.0, 1.0, 1.0, 200.0, 1.0, 50.0, 1.0, 1.0, 1.0, 400.0]",https://www.hellofresh.co.uk/recipes/lamb-rogan-josh-pie-5d71329fd770590011555d54,['Allergens:Milk?€?Celery'],Lamb Rogan Josh Pie,['No Tag'],"['Milk', 'Celery']"
1022,1134,"['2628 kJ', '628 kcal', '21.0 g', '8.0 g', '77 g', '16.0 g', '7 g', '36 g', '0 mg', '2.31 g']",628,21,77,36,"['Potato', 'Carrot', 'Green Chilli', 'Ground Turmeric', 'Lamb Mince', 'Rogan Josh Paste', 'Red Split Lentils', 'Tomato Passata', 'Chicken Stock Powder', 'Natural Yoghurt', 'Water']","['1 pack(s)', '1 unit(s)', '1 unit(s)', '1 pot(s)', '200 grams', '1 sachet', '50 grams', '1 pack(s)', '1 sachet', '', '400 milliliter(s)']","['Cutting board', 'Knife', 'Baking Tray', 'Frying Pan', 'Baking Dish', 'Bowl']","['pack(s)', 'unit(s)', 'unit(s)', 'pot(s)', 'grams', 'sachet', 'grams', 'pack(s)', 'sachet', 'milliliter(s)']","[1.0, 1.0, 1.0, 1.0, 200.0, 1.0, 50.0, 1.0, 1.0, 400.0]",https://www.hellofresh.co.uk/recipes/crispy-potato-topped-lamb-rogan-josh-5f352f553bab073411739256,['Allergens:Celery?€?Milk'],Crispy Potato Topped Lamb Rogan Josh,['No Tag'],"['Celery', 'Milk']"
638,712,"['2368 kJ', '566 kcal', '20.0 g', '16.0 g', '76 g', '11.0 g', '4 g', '22 g', '0 mg', '1.57 g']",566,20,76,22,"['Courgette', 'Carrot', 'Lime', 'Coriander', 'Red Chilli', 'Red Curry Paste', 'Coconut Milk', 'King Prawns', 'Long Grain Rice']","['1 unit(s)', '1 unit(s)', '?? unit(s)', '1 bunch(es)', '?? unit(s)', '1 sachet', '200 milliliter(s)', '150 grams', '150 grams']",[],"['unit(s)', 'unit(s)', 'unit(s)', 'bunch(es)', 'unit(s)', 'sachet', 'milliliter(s)', 'grams', 'grams']","[1.0, 1.0, 1.0, 1.0, 200.0, 150.0, 150.0]",https://www.hellofresh.co.uk/recipes/prawn-red-thai-curry-5efdef038e25640cb72fca76,['Allergens:Crustaceans'],Prawn Red Thai Curry,['No Tag'],['Crustaceans']
575,642,"['3146 kJ', '752 kcal', '29.0 g', '11.0 g', '84 g', '14.0 g', '0 g', '37 g', '0 mg', '1.0 g']",752,29,84,37,"['Fennel', 'Echalion Shallot', 'Garlic', 'Lemon', 'Red Bullet Chilli', 'Flat Leaf Parsley', 'Wheat Spaghetti', 'Pistachios', 'Baby Spinach', 'Ricotta Cheese', 'Grated Hard Italian Style Cheese', 'Balsamic Vinegar', ""Steve's Leaves Peashoots"", 'Water', 'Olive Oil']","['1 unit(s)', '1 unit(s)', '1 clove', '?? unit(s)', '?? unit(s)', '1 bunch(es)', '200 grams', '25 grams', '1 bag(s)', '200 grams', '40 grams', '1 tbsp', '1 bag(s)', '100 milliliter(s)', '1 tbsp']","['Cutting board', 'Grater', 'Knife', 'Saucepan', 'Strainer', 'Bowl', 'Spoon']","['unit(s)', 'unit(s)', 'clove', 'unit(s)', 'unit(s)', 'bunch(es)', 'grams', 'grams', 'bag(s)', 'grams', 'grams', 'tbsp', 'bag(s)', 'milliliter(s)', 'tbsp']","[1.0, 1.0, 1.0, 1.0, 200.0, 25.0, 1.0, 200.0, 40.0, 1.0, 1.0, 100.0, 1.0]",https://www.hellofresh.co.uk/recipes/simple-spaghetti-5a800383ae08b57ccc18f702,['Allergens:Gluten?€?Nuts?€?Milk?€?Egg?€?Sulphites'],Simple Spaghetti,['No Tag'],"['Gluten', 'Nuts', 'Milk', 'Egg', 'Sulphites']"
41,45,"['3441 kJ', '823 kcal', '37.0 g', '16.0 g', '94 g', '20.0 g', '4 g', '33 g', '0 mg', '3.0 g']",823,37,94,33,"['Garlic Clove', 'Shallot', 'Baby Gem Lettuce', 'Pear', 'Penne Pasta', 'Bacon Lardons', 'Chicken Stock Powder', 'Wholegrain Mustard', 'Grated Hard Italian Style Cheese', 'Creme Fraiche', 'Honey', 'Cider Vinegar', 'Blue Cheese', 'Water for the Sauce', 'Olive Oil']","['1 clove', '1 unit(s)', '1 unit(s)', '1 unit(s)', '200 grams', '60 grams', '1 sachet', '1 pot(s)', '1 sachet', '100 grams', '1 sachet', '1 sachet', '30 grams', '200 milliliter(s)', '1 tbsp']",[],"['clove', 'unit(s)', 'unit(s)', 'unit(s)', 'grams', 'grams', 'sachet', 'pot(s)', 'sachet', 'grams', 'sachet', 'sachet', 'grams', 'milliliter(s)', 'tbsp']","[1.0, 1.0, 1.0, 1.0, 200.0, 60.0, 1.0, 1.0, 1.0, 100.0, 1.0, 1.0, 30.0, 200.0, 1.0]",https://www.hellofresh.co.uk/recipes/creamy-bacon-mustard-penne-5fbfd3f3947379544b442b57,"['Tags:Rapid', 'Allergens:Gluten?€?Celery?€?Mustard?€?Milk?€?Egg?€?Sulphites']",Creamy Bacon & Mustard Penne,['Rapid'],"['Gluten', 'Celery', 'Mustard', 'Milk', 'Egg', 'Sulphites']"
