,Unnamed: 0,nutrition_amount,calories,fat,Carbohydrate,Protein,ingredients_name,ingredients_amount,equipment,ingred_unit,ingred_qunatity,url,tags_n_allergens,name,tags,allergens
965,1070,"['2063 kJ', '493 kcal', '18.0 g', '6.0 g', '58 g', '22.0 g', '5 g', '18 g', '0 mg', '4.02 g']",493,18,58,18,"['Cauliflower Florets', 'Mayonnaise', 'Panko Breadcrumbs', 'Central American Style Spice Mix', 'Cannellini Beans', 'Courgette', 'Garlic Clove', 'Red Chilli', 'Coriander', 'Finely Chopped Tomatoes with Onion and Garlic', 'Soured Cream', 'Water']","['1 pack(s)', '2 sachet', '50 grams', '1 pot(s)', '1 pack(s)', '1 unit(s)', '1 unit(s)', '?? unit(s)', '1 bunch(es)', '1 pack(s)', '75 grams', '75 milliliter(s)']","['Bowl', 'Spoon', 'Baking Tray', 'Cutting board', 'Fork', 'Garlic Press', 'Knife', 'Sieve', 'Saucepan']","['pack(s)', 'sachet', 'grams', 'pot(s)', 'pack(s)', 'unit(s)', 'unit(s)', 'unit(s)', 'bunch(es)', 'pack(s)', 'grams', 'milliliter(s)']","[1.0, 2.0, 50.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 75.0, 75.0]",https://www.hellofresh.co.uk/recipes/crisp-cauliflower-nuggets-5fc8ca372d84de7f2a2e88db,"['Tags:Spicy?€?Veggie', 'Allergens:Egg?€?Mustard?€?Gluten?€?Milk']",Crisp Cauliflower Nuggets,"['Spicy', 'Veggie']","['Egg', 'Mustard', 'Gluten', 'Milk']"
1053,1167,"['3178 kJ', '760 kcal', '38.0 g', '9.0 g', '72 g', '9.0 g', '14 g', '28 g', '0 mg', '2.0 g']",760,38,72,28,"['Greek Flatbreads', 'Garlic Clove', 'Pistachios', 'Dill', 'Mint', 'Greek Yoghurt', 'Olive Oil*']","['1 pack(s)', '2 unit(s)', '50 grams', '1 bunch(es)', '1 bunch(es)', '150 grams', '3 tbsp']",[],"['pack(s)', 'unit(s)', 'grams', 'bunch(es)', 'bunch(es)', 'grams', 'tbsp']","[1.0, 2.0, 50.0, 1.0, 1.0, 150.0, 3.0]",https://www.hellofresh.co.uk/recipes/herby-pistachio-dip-with-garlic-flatbread-dippers-5fdb80476bc7a3422b6392ca,"['Tags:Veggie', 'Allergens:Gluten?€?Milk?€?Nuts']",Herby Pistachio Dip with Garlic Flatbread Dippers,['Veggie'],"['Gluten', 'Milk', 'Nuts']"
396,443,"['2928 kJ', '700 kcal', '36.38 g', '11.24 g', '57.14 g', '8.98 g', '9.4 g', '27.58 g', '0 mg', '2.53 g']",700,36.38,57.14,27.58,"['Mixed Beans', 'Spring Onion', 'Cheddar Cheese', 'Chipotle Paste', 'Tomato Puree', 'Wholemeal Tortilla', 'Avocado', 'Baby Plum Tomatoes', 'Balsamic Vinegar', 'Olive Oil for the dressing', 'Rocket']","['1 pack(s)', '2 unit(s)', '60 grams', '1 sachet', '1 sachet', '4 unit(s)', '1 unit(s)', '125 grams', '1 sachet', '1 tbsp', '40 grams']","['Bowl', 'Potato Masher', 'Cutting board', 'Knife', 'Grater', 'Spoon', 'Frying Pan', 'Spatula', 'Large Bowl', 'Plate']","['pack(s)', 'unit(s)', 'grams', 'sachet', 'sachet', 'unit(s)', 'unit(s)', 'grams', 'sachet', 'tbsp', 'grams']","[1.0, 2.0, 60.0, 1.0, 1.0, 4.0, 1.0, 125.0, 1.0, 1.0, 40.0]",https://www.hellofresh.co.uk/recipes/cheesy-chipotle-bean-quesadillas-5feb6402f4480c042d622a2d,"['Tags:Rapid?€?Spicy?€?Veggie', 'Allergens:Milk?€?Gluten?€?Sulphites']",Cheesy Chipotle Bean Quesadillas,"['Rapid', 'Spicy', 'Veggie']","['Milk', 'Gluten', 'Sulphites']"
370,415,"['2230.072 kJ', '533 kcal', '32.0 g', '18.0 g', '31 g', '0.0 g', '0 g', '29 g', '0.0 g', 'Knife']",533,32,31,29,"['Onion', 'Baby Gem Lettuce', 'Radish', 'Spring Onion', 'Mint', 'Lamb Mince', 'Feta Cheese', 'Brioche Bun']","['1 unit(s)', '2 unit(s)', '7 unit(s)', '3 unit(s)', '5 tbsp', '500 grams', '5.5 block(s)', '4 unit(s)']","['Lid', 'Pan', 'Bowl', 'Plate']","['unit(s)', 'unit(s)', 'unit(s)', 'unit(s)', 'tbsp', 'grams', 'block(s)', 'unit(s)']","[1.0, 2.0, 7.0, 3.0, 5.0, 500.0, 5.5, 4.0]",https://www.hellofresh.co.uk/recipes/minted-lamb-and-feta-burgers-551153306ced6ebc6b8b4569,"['Tags:Family Box', 'Allergens:Milk?€?Egg?€?Gluten?€?Soya']",Minted Lamb and Feta Burgers,['Family Box'],"['Milk', 'Egg', 'Gluten', 'Soya']"
758,844,"['2749 kJ', '657 kcal', '17.0 g', '4.0 g', '75 g', '26.0 g', '0 g', '50 g', '0 mg', '1.26 g']",657,17,75,50,"['Red Onion', 'Carrot', 'Natural Yoghurt', 'Mint', 'Garlic Clove', 'Ground Cumin', 'Chicken Stock Powder', 'Bulgur Wheat', 'Pasanda Seasoning', 'Chicken Breast (skin-on)', 'Mango Chutney', 'Water for the Bulgur', 'Olive Oil']","['1 unit(s)', '2 unit(s)', '75 grams', '1 bunch(es)', '2 unit(s)', '1 pot(s)', '1 sachet', '120 grams', '1 pot(s)', '2 unit(s)', '1 sachet', '240 milliliter(s)', '2 tbsp']","['Baking Tray', 'Cutting board', 'Knife', 'Saucepan', 'Bowl', 'Garlic Press', 'Grater', 'Frying Pan', 'Lid', 'Fork']","['unit(s)', 'unit(s)', 'grams', 'bunch(es)', 'unit(s)', 'pot(s)', 'sachet', 'grams', 'pot(s)', 'unit(s)', 'sachet', 'milliliter(s)', 'tbsp']","[1.0, 2.0, 75.0, 1.0, 2.0, 1.0, 1.0, 120.0, 1.0, 2.0, 1.0, 240.0, 2.0]",https://www.hellofresh.co.uk/recipes/mango-chutney-glazed-spiced-chicken-breast-5e3c2af8f54f254e52272f45,"['Tags:Spicy', 'Allergens:Milk?€?Celery?€?Gluten']",Mango Chutney Glazed Spiced Chicken Breast,['Spicy'],"['Milk', 'Celery', 'Gluten']"
562,626,"['2590 kJ', '619 kcal', '17.0 g', '8.0 g', '81 g', '9.0 g', '0 g', '40 g', '0 mg', '1.0 g']",619,17,81,40,"['Chives', 'Lemon', 'Courgette', 'Wheat Spaghetti', 'Vegetable Stock Pot', 'Smoked Fish Mix', 'Creme Fraiche', 'Water']","['?? bunch(es)', '?? unit(s)', '1 unit(s)', '200 grams', '?? unit(s)', '1 pack(s)', '1 pot(s)', '100 milliliter(s)']","['Cutting board', 'Grater', 'Knife', 'Saucepan', 'Mixing Bowl', 'Peeler', 'Frying Pan', 'Lid', 'Bowl']","['bunch(es)', 'unit(s)', 'unit(s)', 'grams', 'unit(s)', 'pack(s)', 'pot(s)', 'milliliter(s)']","[1.0, 200.0, 1.0, 1.0, 100.0]",https://www.hellofresh.co.uk/recipes/creamy-seafood-linguine-5b238d11ae08b57301010bb2,['Allergens:Gluten?€?Celery?€?Sulphites?€?Fish?€?Crustaceans?€?Milk'],Creamy Seafood Linguine,['No Tag'],"['Gluten', 'Celery', 'Sulphites', 'Fish', 'Crustaceans', 'Milk']"
525,587,"['3368 kJ', '805 kcal', '35.0 g', '19.0 g', '84 g', '9.0 g', '0 g', '45 g', '0 mg', '1.0 g']",805,35,84,45,"['Leek', 'Wheat Penne Pasta', 'Creme Fraiche', 'Grated Hard Italian Style Cheese', 'Vegetable Stock Powder', 'Smoked Fish Mix', 'Broccoli', 'Water']","['1 unit(s)', '200 grams', '1 pack(s)', '1 pack(s)', '?? sachet', '215 grams', '?? unit(s)', '50 milliliter(s)']","['Saucepan', 'Baking Dish']","['unit(s)', 'grams', 'pack(s)', 'pack(s)', 'sachet', 'grams', 'unit(s)', 'milliliter(s)']","[1.0, 200.0, 1.0, 1.0, 215.0, 50.0]",https://www.hellofresh.co.uk/recipes/creamy-fish-pasta-bake-5c78015bc445fa167c2222d2,['Allergens:Gluten?€?Milk?€?Egg?€?Celery?€?Fish?€?Crustaceans'],Creamy Fish Pasta Bake,['No Tag'],"['Gluten', 'Milk', 'Egg', 'Celery', 'Fish', 'Crustaceans']"
90,95,"['2469 kJ', '590 kcal', '26.0 g', '8.0 g', '58 g', '18.0 g', '4 g', '31 g', '0 mg', '1.01 g']",590,26,58,31,"['Mint', 'Lamb Mince', 'Cooked Beetroot', 'Walnuts', 'Natural Yoghurt', 'Seeded Burger Bun', 'Balsamic Vinegar', 'Rocket']","['1 bunch(es)', '200 grams', '1 pack(s)', '1 bag(s)', '75 grams', '2 unit(s)', '1 sachet', '1 bag(s)']","['Bowl', 'Cutting board', 'Knife', 'Frying Pan', 'Plate']","['bunch(es)', 'grams', 'pack(s)', 'bag(s)', 'grams', 'unit(s)', 'sachet', 'bag(s)']","[1.0, 200.0, 1.0, 1.0, 75.0, 2.0, 1.0, 1.0]",https://www.hellofresh.co.uk/recipes/quick-minted-lamb-burger-5f05cf9bf881db61e036f2b7,['Allergens:Nuts?€?Milk?€?Gluten?€?Egg?€?Soya?€?Sulphites'],Quick Minted Lamb Burger,['No Tag'],"['Nuts', 'Milk', 'Gluten', 'Egg', 'Soya', 'Sulphites']"
705,787,"['3194 kJ', '764 kcal', '18.0 g', '5.0 g', '110 g', '17.0 g', '8 g', '39 g', '0 mg', '1.91 g']",764,18,110,39,"['Potato', 'Lamb Strips', 'Rogan Josh Paste', 'Natural Yoghurt', 'Green Pepper', 'Red Onion', 'Baby Plum Tomatoes', 'Mint', 'Naan']","['1 pack(s)', '200 grams', '1 sachet', '150 grams', '1 unit(s)', '1 unit(s)', '1 punnet(s)', '1 bag(s)', '2 unit(s)']","['Baking Tray', 'Cutting board', 'Knife', 'Bowl', 'Spoon', 'Plate']","['pack(s)', 'grams', 'sachet', 'grams', 'unit(s)', 'unit(s)', 'punnet(s)', 'bag(s)', 'unit(s)']","[1.0, 200.0, 1.0, 150.0, 1.0, 1.0, 1.0, 1.0, 2.0]",https://www.hellofresh.co.uk/recipes/indian-spiced-lamb-naan-5fc8ca5fd5b62f7979523cb3,"['Tags:Spicy', 'Allergens:Milk?€?Gluten']",Indian Spiced Lamb Naan,['Spicy'],"['Milk', 'Gluten']"
446,501,"['3272 kJ', '782 kcal', '23.0 g', '9.0 g', '100 g', '24.0 g', '5 g', '43 g', '0 mg', '4.46 g']",782,23,100,43,"['Carrot', 'Lamb Mince', 'Sliced Mushrooms', 'Penne Pasta', 'Finely Chopped Tomatoes with Onion and Garlic', 'Tomato Puree', 'Italian Herbs', 'Red Wine Stock', 'Grated Hard Italian Style Cheese']","['1 unit(s)', '200 grams', '1 punnet(s)', '200 grams', '1 unit(s)', '1 unit(s)', '1 pot(s)', '1 unit(s)', '1 pack(s)']","['Grater', 'Saucepan', 'Frying Pan', 'Colander', 'Bowl']","['unit(s)', 'grams', 'punnet(s)', 'grams', 'unit(s)', 'unit(s)', 'pot(s)', 'unit(s)', 'pack(s)']","[1.0, 200.0, 1.0, 200.0, 1.0, 1.0, 1.0, 1.0, 1.0]",https://www.hellofresh.co.uk/recipes/lamb-and-mushroom-ragu-with-penne-5f21772f2fe5f03b1e511017,"['Tags:Rapid', 'Allergens:Gluten?€?Sulphites?€?Milk?€?Egg']",Lamb and Mushroom Ragu,['Rapid'],"['Gluten', 'Sulphites', 'Milk', 'Egg']"
621,695,"['2477 kJ', '592 kcal', '32.0 g', '18.0 g', '51 g', '6.0 g', '6 g', '29 g', '0 mg', '1.93 g']",592,32,51,29,"['Yellow Curry Paste', 'Coconut Milk', 'Soy Sauce', 'Water for Curry', 'Cod', 'Bok Choy', 'Sugar Snap Peas', 'Coriander', 'Lime', 'Steamed Basmati Rice', 'Salted Peanuts']","['1 sachet', '200 milliliter(s)', '?? sachet', '100 milliliter(s)', '2 unit(s)', '1 unit(s)', '1 pack(s)', '?? bunch(es)', '?? unit(s)', '1 pack(s)', '1 pot(s)']",[],"['sachet', 'milliliter(s)', 'sachet', 'milliliter(s)', 'unit(s)', 'unit(s)', 'pack(s)', 'bunch(es)', 'unit(s)', 'pack(s)', 'pot(s)']","[1.0, 200.0, 100.0, 2.0, 1.0, 1.0, 1.0, 1.0]",https://www.hellofresh.co.uk/recipes/yellow-cod-thai-curry-5fa3cc12fc4ac939c4601a4c,['Allergens:Mustard?€?Gluten?€?Soya?€?Fish?€?Peanuts'],Yellow Cod Thai Curry,['No Tag'],"['Mustard', 'Gluten', 'Soya', 'Fish', 'Peanuts']"
422,473,"['2881 kJ', '689 kcal', '30.0 g', '13.0 g', '81 g', '6.0 g', '3 g', '33 g', '0 mg', '2.59 g']",689,30,81,33,"['Green Chilli', 'Garlic', 'Spaghetti', 'Pasta Water', 'Bacon Lardons', 'King Prawns', 'Vegetable Stock Powder', 'Creme Fraiche']","['?? unit(s)', '1 unit(s)', '200 grams', '100 milliliter(s)', '60 grams', '150 grams', '1 sachet', '150 grams']",[],"['unit(s)', 'unit(s)', 'grams', 'milliliter(s)', 'grams', 'grams', 'sachet', 'grams']","[1.0, 200.0, 100.0, 60.0, 150.0, 1.0, 150.0]",https://www.hellofresh.co.uk/recipes/creamy-prawn-bacon-spaghetti-5f996f0050ab3e61b04d168b,"['Tags:Rapid?€?Spicy', 'Allergens:Gluten?€?Crustaceans?€?Celery?€?Milk']",Creamy Prawn & Bacon Spaghetti,"['Rapid', 'Spicy']","['Gluten', 'Crustaceans', 'Celery', 'Milk']"
448,503,"['2602 kJ', '622 kcal', '29.0 g', '10.0 g', '49 g', '9.0 g', '0 g', '41 g', '0 mg', '1.47 g']",622,29,49,41,"['Potato', 'Broccoli Florets', 'Wheat Penne Pasta', 'Bacon Lardons', 'Diced Chicken Thigh', 'Cavolo Nero', 'Pesto', 'Grated Hard Italian Style Cheese', 'Sour Cream', 'Wholegrain Mustard', 'Honey', 'Walnuts', 'Olive Oil']","['1 pack(s)', '200 grams', '200 grams', '120 grams', '420 grams', '1 bag(s)', '1 pot(s)', '1 bag(s)', '150 grams', '1 pot(s)', '1 sachet', '1 pot(s)', '1 tbsp']","['Baking Tray', 'Cutting board', 'Knife', 'Saucepan', 'Colander', 'Bowl', 'Frying Pan']","['pack(s)', 'grams', 'grams', 'grams', 'grams', 'bag(s)', 'pot(s)', 'bag(s)', 'grams', 'pot(s)', 'sachet', 'pot(s)', 'tbsp']","[1.0, 200.0, 200.0, 120.0, 420.0, 1.0, 1.0, 1.0, 150.0, 1.0, 1.0, 1.0, 1.0]",https://www.hellofresh.co.uk/recipes/chicken-and-bacon-winter-veg-toss-5f21772c30744921864265e0,['Allergens:Gluten?€?Egg?€?Milk?€?Nuts?€?Mustard'],Chicken and Bacon Winter Veg Toss,['No Tag'],"['Gluten', 'Egg', 'Milk', 'Nuts', 'Mustard']"
1073,1188,"['3215 kJ', '769 kcal', '25.0 g', '4.0 g', '87 g', '22.0 g', '2 g', '43 g', '0 mg', '2.52 g']",769,25,87,43,"['Flaked Almonds', 'Diced Chicken Thigh', 'Couscous', 'Chicken Stock Powder', 'Red Onion', 'Garlic Clove', 'Green Chilli', 'Dried Apricots', 'Chickpeas', 'Tagine Paste', 'Baby Spinach', 'Water', 'Sugar']","['1 sachet', '210 grams', '120 grams', '2 sachet', '1 unit(s)', '2 unit(s)', '?? unit(s)', '1 sachet', '?? pack(s)', '1 sachet', '1 bag(s)', '240 milliliter(s)', '1 tsp']","['Frying Pan', 'Kettle', 'Small Bowl', 'Lid', 'Saucepan', 'Cutting board', 'Garlic Press', 'Knife', 'Sieve', 'Bowl', 'Fork']","['sachet', 'grams', 'grams', 'sachet', 'unit(s)', 'unit(s)', 'unit(s)', 'sachet', 'pack(s)', 'sachet', 'bag(s)', 'milliliter(s)', 'tsp']","[1.0, 210.0, 120.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 240.0, 1.0]",https://www.hellofresh.co.uk/recipes/chicken-and-chickpea-tagine-style-stew-5fc8cbbbd0ec8f7d9d5e97bf,"['Tags:Rapid?€?Spicy', 'Allergens:Nuts?€?Gluten?€?Celery?€?Sulphites']",Chicken and Chickpea Tagine Style Stew,"['Rapid', 'Spicy']","['Nuts', 'Gluten', 'Celery', 'Sulphites']"
745,830,"['3381 kJ', '808 kcal', '43.0 g', '16.0 g', '68 g', '12.0 g', '8 g', '36 g', '0 mg', '4.0 g']",808,43,68,36,"['Yellow Pepper', 'Pork and Oregano Sausage Meat', 'Tomato Puree', 'Harissa Paste', 'Feta Cheese', 'Naan', 'Baby Gem Lettuce', 'Red Wine Vinegar']","['1 unit(s)', '225 grams', '1 sachet', '1 sachet', '1 block(s)', '2 unit(s)', '1 unit(s)', '1 sachet']",[],"['unit(s)', 'grams', 'sachet', 'sachet', 'block(s)', 'unit(s)', 'unit(s)', 'sachet']","[1.0, 225.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0]",https://www.hellofresh.co.uk/recipes/harissa-sausage-naan-pizza-5ef3470f27ac503df342c131,['Allergens:Sulphites?€?Gluten?€?Milk'],Harissa Sausage Naan Pizza,['No Tag'],"['Sulphites', 'Gluten', 'Milk']"
1120,1240,"['3707 kJ', '886 kcal', '36.0 g', '12.0 g', '111 g', '18.0 g', '8 g', '34 g', '0 mg', '3.49 g']",886,36,111,34,"['Potato', 'Pork Sausage Meat', 'Panko Breadcrumbs', 'Coleslaw Mix', 'Mayonnaise', 'Cheddar Cheese', 'BBQ Sauce', 'Seeded Burger Bun']","['1 pack(s)', '225 grams', '10 grams', '1 pack(s)', '2 sachet', '1 block(s)', '2 sachet', '2 unit(s)']",[],"['pack(s)', 'grams', 'grams', 'pack(s)', 'sachet', 'block(s)', 'sachet', 'unit(s)']","[1.0, 225.0, 10.0, 1.0, 2.0, 1.0, 2.0, 2.0]",https://www.hellofresh.co.uk/recipes/bbq-sausage-cheeseburger-5fa3cc01c5afff73f0228907,['Allergens:Gluten?€?Sulphites?€?Egg?€?Mustard?€?Milk?€?Soya'],BBQ Sausage Cheeseburger,['No Tag'],"['Gluten', 'Sulphites', 'Egg', 'Mustard', 'Milk', 'Soya']"
44,49,"['3197 kJ', '764 kcal', '22.0 g', '5.0 g', '114 g', '31.0 g', '8 g', '28 g', '0 mg', '4.99 g']",764,22,114,28,"['Potato', 'Plain Flour', 'Red Onion', 'Closed Cup Mushrooms', 'Carrot', 'Cheddar Cheese', 'Walnuts', 'Brown Lentils', 'Panko Breadcrumbs', 'Vegetable Stock Powder', 'Chantenay Carrot', 'Purple Sprouting Broccoli', 'Balsamic Vinegar', 'Red Wine Stock', 'Water for the Sauce']","['1 pack(s)', '24 grams', '2 unit(s)', '1 punnet(s)', '1 unit(s)', '30 grams', '1 bag(s)', '1 pack(s)', '25 grams', '2 sachet', '1 pack(s)', '1 pack(s)', '1 sachet', '1 sachet', '300 milliliter(s)']",[],"['pack(s)', 'grams', 'unit(s)', 'punnet(s)', 'unit(s)', 'grams', 'bag(s)', 'pack(s)', 'grams', 'sachet', 'pack(s)', 'pack(s)', 'sachet', 'sachet', 'milliliter(s)']","[1.0, 24.0, 2.0, 1.0, 1.0, 30.0, 1.0, 1.0, 25.0, 2.0, 1.0, 1.0, 1.0, 1.0, 300.0]",https://www.hellofresh.co.uk/recipes/lentil-nut-roast-with-proper-roast-potatoes-5faacbd58f94da54f451bd6b,"['Tags:Veggie', 'Allergens:Gluten?€?Milk?€?Nuts?€?Celery?€?Sulphites']",Lentil Nut Roast and Proper Roast Potatoes,['Veggie'],"['Gluten', 'Milk', 'Nuts', 'Celery', 'Sulphites']"
128,136,"['5303 kJ', '1268 kcal', '45.0 g', '19.0 g', '154 g', '59.0 g', '5 g', '68 g', '0 mg', '3.0 g']",1268,45,154,68,"['Garlic Clove', 'Thyme', 'Flour', 'Peppercorn', 'Beef Roasting Joint', 'Chicken Stock Powder', 'Red Wine Jus Paste', 'Butter', 'Walnuts', 'Lemon', 'Orange', 'Star Anise', 'Cardamom Pod', 'Cinnamon Stick', 'Baking Potato', 'Shallot', 'Carrot', 'Brussels Sprouts', 'Water', 'Water for the Sauce', 'Sugar', 'Red Wine*']","['1 unit(s)', '?? bunch(es)', '24 grams', '2 pot(s)', '450 grams', '?? sachet', '25 grams', '30 grams', '1 pot(s)', '1 unit(s)', '1 unit(s)', '2 unit(s)', '4 unit(s)', '1 unit(s)', '900 grams', '2 unit(s)', '2 unit(s)', '1 pack(s)', '100 milliliter(s)', '250 milliliter(s)', '75 grams', '750 milliliter(s)']","['Saucepan', 'Cutting board']","['unit(s)', 'bunch(es)', 'grams', 'pot(s)', 'grams', 'sachet', 'grams', 'grams', 'pot(s)', 'unit(s)', 'unit(s)', 'unit(s)', 'unit(s)', 'unit(s)', 'grams', 'unit(s)', 'unit(s)', 'pack(s)', 'milliliter(s)', 'milliliter(s)', 'grams', 'milliliter(s)']","[1.0, 24.0, 2.0, 450.0, 25.0, 30.0, 1.0, 1.0, 1.0, 2.0, 4.0, 1.0, 900.0, 2.0, 2.0, 1.0, 100.0, 250.0, 75.0, 750.0]",https://www.hellofresh.co.uk/recipes/with-mulled-wine-spice-mix-peppered-roast-beef-5db9bb69688258579c09867f,['Allergens:Gluten?€?Celery?€?Sulphites?€?Milk?€?Nuts'],Roast Beef & Festive Mulled Wine Spices,['No Tag'],"['Gluten', 'Celery', 'Sulphites', 'Milk', 'Nuts']"
215,233,"['4523 kJ', '1081 kcal', '50.0 g', '17.0 g', '114 g', '20.0 g', '0 g', '48 g', '0 mg', '2.0 g']",1081,50,114,48,"['Potatoes', 'Beef Mince', 'Ketchup', 'Panko Breadcrumbs', 'Grated Hard Italian Style Cheese', 'Cheddar Cheese', 'Cucumber', 'Carrot', 'Baby Gem Lettuce', 'Honey', 'Balsamic Vinegar', 'Seeded Burger Bun', 'Mayonnaise', 'Olive Oil']","['1 pack(s)', '240 grams', '1 sachet', '1 pack(s)', '1 pack(s)', '1 block(s)', '?? unit(s)', '1 unit(s)', '1 bag(s)', '?? sachet', '?? sachet', '2 bun', '1 sachet', '1 tbsp']","['Aluminum Foil', 'Baking Tray', 'Cutting board', 'Knife', 'Mixing Bowl', 'Frying Pan', 'Grater', 'Salad Bowl', 'Lid', 'Plate']","['pack(s)', 'grams', 'sachet', 'pack(s)', 'pack(s)', 'block(s)', 'unit(s)', 'unit(s)', 'bag(s)', 'sachet', 'sachet', 'sachet', 'tbsp']","[1.0, 240.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0]",https://www.hellofresh.co.uk/recipes/cheeseburger-5a33948a2c3e083c725ccc22,['Allergens:Celery?€?Gluten?€?Milk?€?Egg?€?Sulphites?€?Soya?€?Mustard'],Easy-Cheesy Burger,['No Tag'],"['Celery', 'Gluten', 'Milk', 'Egg', 'Sulphites', 'Soya', 'Mustard']"
121,129,"['2397 kJ', '573 kcal', '18.0 g', '8.0 g', '61 g', '15.0 g', '0 g', '42 g', '0 mg', '3.71 g']",573,18,61,42,"['Potatoes', 'Pork Mince', 'Finely Chopped Tomatoes with Onion and Garlic', 'Red Wine Jus Paste', 'Italian Herbs', 'Grated Hard Italian Style Cheese', 'Mangetout', 'Water']","['1 pack(s)', '240 grams', '1 pack(s)', '1 pot(s)', '1 pot(s)', '1 pack(s)', '1 pack(s)', '50 milliliter(s)']","['Knife', 'Saucepan', 'Cutting board', 'Peeler', 'Frying Pan', 'Baking Dish', 'Potato Masher', 'Sieve']","['pack(s)', 'grams', 'pack(s)', 'pot(s)', 'pot(s)', 'pack(s)', 'pack(s)', 'milliliter(s)']","[1.0, 240.0, 1.0, 1.0, 1.0, 1.0, 1.0, 50.0]",https://www.hellofresh.co.uk/recipes/pork-shepherd-s-pie-5de7e126c1c5b021d1670e25,['Allergens:Celery?€?Sulphites?€?Milk?€?Egg'],Pork Shepherd's Pie,['No Tag'],"['Celery', 'Sulphites', 'Milk', 'Egg']"
615,689,"['2427 kJ', '580 kcal', '18.34 g', '6.36 g', '75.68 g', '26.52 g', '2.03 g', '31.53 g', '0 mg', '2.03 g']",580,18.34,75.68,31.53,"['Egg Noodle Nest', 'Pork Mince', 'Thai Spice Blend', 'Green Pepper', 'Spring Onion', 'Coriander', 'Lime', 'Ketjap Manis', 'Rice Vinegar', 'Honey']","['1 pack(s)', '240 grams', '1 pot(s)', '1 unit(s)', '2 unit(s)', '1 bunch(es)', '?? unit(s)', '2 sachet', '1 sachet', '1 sachet']","['Kettle', 'Saucepan', 'Colander', 'Frying Pan', 'Spoon', 'Cutting board', 'Knife', 'Bowl']","['pack(s)', 'grams', 'pot(s)', 'unit(s)', 'unit(s)', 'bunch(es)', 'unit(s)', 'sachet', 'sachet', 'sachet']","[1.0, 240.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0]",https://www.hellofresh.co.uk/recipes/superfast-asian-spiced-pork-noodles-602bbf576fbb44317c3280d9,"['Tags:Rapid?€?Extra spicy', 'Allergens:Egg?€?Gluten?€?Sesame?€?Soya']",Superfast Asian-Spiced Pork Noodles,"['Rapid', 'Extra spicy']","['Egg', 'Gluten', 'Sesame', 'Soya']"
544,607,"['4058 kJ', '970 kcal', '39.0 g', '14.0 g', '106 g', '17.0 g', '0 g', '44 g', '0 mg', '4.0 g']",970,39,106,44,"['Tenderstem Broccoli ??', 'Pork and Oregano Sausage', 'Finely Chopped Tomatoes with Basil', 'Tomato Puree', 'Wheat Penne Pasta', 'Grated Hard Italian Style Cheese', 'Green Pesto', 'Water']","['1 pack(s)', '246 grams', '1 pack(s)', '1 sachet', '200 grams', '1 pack(s)', '1 pot(s)', '75 milliliter(s)']","['Baking Tray', 'Frying Pan', 'Saucepan', 'Plate']","['pack(s)', 'grams', 'pack(s)', 'sachet', 'grams', 'pack(s)', 'pot(s)', 'milliliter(s)']","[1.0, 246.0, 1.0, 1.0, 200.0, 1.0, 1.0, 75.0]",https://www.hellofresh.co.uk/recipes/tomatoey-pesto-pasta-5bebf7d530006c607f547902,['Allergens:Sulphites?€?Gluten?€?Milk?€?Egg?€?Nuts?€?Peanuts'],Sausage and Tomato Pesto Pasta,['No Tag'],"['Sulphites', 'Gluten', 'Milk', 'Egg', 'Nuts', 'Peanuts']"
678,757,"['2686 kJ', '642 kcal', '31.0 g', '18.0 g', '71 g', '0.0 g', '0 g', '20 g', '0 mg', '0.0 g']",642,31,71,20,"['Brown Basmati Rice', 'Sweet Potato', 'Salted Peanuts', 'Broccoli', 'Fresh Thai Basil', 'Panang Curry Paste', 'Coconut Milk', 'Baby Corn']","['1 cup(s)', '?? unit(s)', '25 grams', '?? unit(s)', '?? bunch(es)', '1 tbsp', '400 milliliter(s)', '1 pack(s)']","['Pot', 'Knife', 'Peeler', 'Frying Pan', 'Bowl']","['cup(s)', 'unit(s)', 'grams', 'unit(s)', 'bunch(es)', 'tbsp', 'milliliter(s)', 'pack(s)']","[1.0, 25.0, 1.0, 400.0, 1.0]",https://www.hellofresh.co.uk/recipes/thai-sweet-potato-and-baby-corn-panang-curry-27-575abd83fd2cb9800d8b4567,"['Tags:Spicy?€?Veggie', 'Allergens:Peanuts']",Thai Sweet Potato and Baby Corn Panang Curry,"['Spicy', 'Veggie']",['Peanuts']
